,language,family,core inventory
493,Shona (Central),NIGER-CONGO (Bantu),"['p', 't̪', 'k', 'p͡k', 'tʃ͡kʷ', 'kʷ', 'b', 'd̪', 'ɡ', 'b͡ɡ', 'dɣw', 'ɡʷ', 'i', 'u', '\uf180b', 'ⁿd̪', '\uf182ɡ', 'e', 'o', 'pf', 't̪s̪', 'tsʷ', 'tʃ', 'tʃ͡k', 'ts͡kʷ', 'tʃ͡kʷ', 'a', 'bv', 'd̪z̪', 'dzʷ', 'dʒ', 'dʒ͡ɡ', 'dzɣw', 'dʒ͡ɣʷ', 'ⁿdʒ', 'ɓ', 'ɗ', 'm', 'n̪', 'ɲ', 'ŋ', 'm͡ŋ', 'ɲ͡ŋ', 'nŋw', 'ɲ͡ŋw', 'ŋʷ', 'r', 'r͡ɣw', 'f', 's̪', 'sʷ', 'ʃ', 's͡kʷ', 's͡kʷ', 'ʃ͡kʷ', 'v', 'z̪', 'zʷ', 'ʒ', 'ɦ', 'z͡ɣw', 'zʷ͡ɣw', 'ʒ͡ɣw', 'ɦʲ', '\uf180v', 'n̪z̪', 'nzʷ', 'ʋ', 'j', 'w', '']"
494,Shona (Eastern),NIGER-CONGO (Bantu),"['p', 't̪', 'k', 'p͡k', 'tʃ͡kʷ', 'kʷ', 'b', 'd̪', 'ɡ', 'b͡ɡ', 'dɣw', 'ɡʷ', 'i', 'u', '\uf180b', 'ⁿd̪', '\uf182ɡ', 'e', 'o', 'pf', 't̪s̪', 'tsʷ', 'tʃ', 'tʃ͡k', 'ts͡kʷ', 'tʃ͡kʷ', 'a', 'bv', 'd̪z̪', 'dzʷ', 'dʒ', 'dʒ͡ɡ', 'dzɣw', 'dʒ͡ɣʷ', 'ⁿdʒ', 'ɓ', 'ɗ', 'm', 'n̪', 'ɲ', 'ŋ', 'm͡ŋ', 'ɲ͡ŋ', 'nŋw', 'ɲ͡ŋw', 'ŋʷ', 'r', 'r͡ɣw', 'f', 's̪', 'sʷ', 'ʃ', 's͡kʷ', 's͡kʷ', 'ʃ͡kʷ', 'v', 'z̪', 'zʷ', 'ʒ', 'ɦ', 'z͡ɣw', 'zʷ͡ɣw', 'ʒ͡ɣw', 'ɦʲ', '\uf180v', 'n̪z̪', 'nzʷ', 'ʋ', 'j', 'w', '']"
495,Shona (Zezuru),NIGER-CONGO (Bantu),"['p', 't̪', 'k', 'p͡k', 'tʃ͡kʷ', 'kʷ', 'b', 'd̪', 'ɡ', 'b͡ɡ', 'dɣw', 'ɡʷ', 'i', 'u', '\uf180b', 'ⁿd̪', '\uf182ɡ', 'e', 'o', 'pf', 't̪s̪', 'tsʷ', 'tʃ', 'tʃ͡k', 'ts͡kʷ', 'tʃ͡kʷ', 'a', 'bv', 'd̪z̪', 'dzʷ', 'dʒ', 'dʒ͡ɡ', 'dzɣw', 'dʒ͡ɣʷ', 'ⁿdʒ', 'ɓ', 'ɗ', 'm', 'n̪', 'ɲ', 'ŋ', 'm͡ŋ', 'ɲ͡ŋ', 'nŋw', 'ɲ͡ŋw', 'ŋʷ', 'r', 'r͡ɣw', 'f', 's̪', 'sʷ', 'ʃ', 's͡kʷ', 's͡kʷ', 'ʃ͡kʷ', 'v', 'z̪', 'zʷ', 'ʒ', 'ɦ', 'z͡ɣw', 'zʷ͡ɣw', 'ʒ͡ɣw', 'ɦʲ', '\uf180v', 'n̪z̪', 'nzʷ', 'ʋ', 'j', 'w', '']"
496,"Shoshoni, Western",UTO-AZTECAN,"['p', 't', 'k', 'kʷ', 'ʔ', 'ts', 'i', 'ɨ', 'u', 'iː', 'ɨː', 'uː', 's', 'h', 'e', 'o', 'eː', 'oː', 'm', 'n', 'a', 'aː', 'j', 'w', '']"
497,Si-Luyana,NIGER-CONGO (Bantu),"['p', 't', 'c', 'k', 'f', 's', 'i', 'u', 'β', 'e', 'o', 'm', 'n', 'a', 'w', 'l', 'j', '']"
498,Sie,AUSTRONESIAN,"['p', 't', 'k', 's', 'h', 'i', 'u', 'v', 'ɣ', 'e', 'o', 'm', 'n', 'ŋ', 'a', 'l', 'ɾ', 'w', 'j', '']"
499,Sinaugoro,AUSTRONESIAN,"['t', 'k', 'kʷ', 'b', 'd', 'ɡ', 'ɡʷ', 'f', 'i', 'u', 'v', 'r', 'ɣ', 'ɣʷ', 'e', 'o', 's', 'a', 'm', 'n', 'l', '']"
500,Siona,TUCANOAN,"['p', 't', 'tʃ', 'k', 'kʷ', 'ʔ', 'pʼ', 'tʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'i', 'ɨ', 'u', 's', 'h', 'hʷ', 'ɛ', 'a', 'o', 'sʼ', 'm', 'n', 'ĩ', 'ɨ̃', 'ũ', 'w', 'j', 'æ̃', 'ã', 'õ', '']"
501,"Slavey, North",NA-DENE,"['t', 'ts', 'tl', 'tʃ', 'k', 'kʷ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'ʔ', 'i', 'u', 'b', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'e', 's', 'ɬ', 'ʃ', 'x', 'ʍ', 'h', 'ɛ', 'ɔ', 'z', 'l', 'ʒ', 'ɣ', 'w', 'a', 'm', 'n', 'j', '']"
502,"Slavey, North (Bearlake variety)",NA-DENE,"['t', 'ts', 'tl', 'tʃ', 'k', 'kʷ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'ʔ', 'i', 'u', 'b', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'e', 's', 'ɬ', 'ʃ', 'x', 'ʍ', 'h', 'ɛ', 'ɔ', 'z', 'l', 'ʒ', 'ɣ', 'w', 'a', 'm', 'n', 'j', '']"
503,"Slavey, North (Hare variety)",NA-DENE,"['k', 'kʷ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'ʔ', 'i', 'u', 'b', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'e', 's', 'ʃ', 'x', 'h', 'ɛ', 'ɔ', 'z', 'l', 'ʒ', 'ɣ', 'w', 'a', 'm', 'n', 'j', '']"
504,"Slavey, North (Mountain variety)",NA-DENE,"['p', 't', 'ts', 'tl', 'tʃ', 'k', 'pʼ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'ʔ', 'i', 'u', 'b', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'f', 's', 'ɬ', 'ʃ', 'x', 'ʍ', 'h', 'ɛ', 'ɔ', 'v', 'z', 'l', 'ʒ', 'ɣ', 'w', 'a', 'm', 'n', 'j', '']"
505,"Slavey, North (innovative Bearlake variety)",NA-DENE,"['t', 'ts', 'tl', 'tʃ', 'k', 'kʷ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'ʔ', 'i', 'u', 'b', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'e', 's', 'ɬ', 'ʃ', 'x', 'ʍ', 'h', 'ɛ', 'ɔ', 'z', 'l', 'ʒ', 'ɣ', 'w', 'a', 'm', 'n', 'j', '']"
506,"Slavey, North (innovative Hare variety)",NA-DENE,"['k', 'kʷ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'ʔ', 'i', 'u', 'b', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'e', 's', 'ʃ', 'x', 'h', 'ɛ', 'ɔ', 'z', 'l', 'ʒ', 'ɣ', 'w', 'a', 'm', 'n', 'j', '']"
507,"Slavey, South (Slavey)",NA-DENE,"['tθ', 't', 'ts', 'tl', 'tʃ', 'k', 'tθʼ', 'tʼ', 'tsʼ', 'tlʼ', 'tʃʼ', 'kʼ', 'ʔ', 'i', 'u', 'b', 'dð', 'd', 'dz', 'dl', 'dʒ', 'ɡ', 'ɡʷ', 'ɛ', 'ɔ', 'θ', 's', 'ɬ', 'ʃ', 'x', 'h', 'a', 'ð', 'z', 'l', 'ʒ', 'ɣ', 'w', 'm', 'n', 'j', '']"
508,Slovak,INDO-EUROPEAN (Slavic),"['p', 't', 'tʲ', 'k', 'b', 'd', 'dʲ', 'ɡ', 'uo', 'iː', 'uː', 'ts', 'tʃ', 'ie', 'ɛː', 'ɔː', 'dz', 'dʒ', 'ia', 'aː', 'f', 's', 'ʃ', 'x', 'z', 'ʒ', 'ɣ', 'i', 'u', 'm', 'n', 'nʲ', 'ɛ', 'ɔ', 'l', 'r', 'lʲ', 'æ', 'a', 'lː', 'rː', 'ʋ', 'j', '']"
509,Slovene,INDO-EUROPEAN (Slavic),"['p', 't', 'k', 'b', 'd', 'ɡ', 'i', 'u', 'ts', 'tʃ', 'e', 'o', 'dʒ', 'ə', 'f', 's', 'ʃ', 'x', 'ɛ', 'ɔ', 'v', 'z', 'ʒ', 'a', 'm', 'n', 'l', 'r', 'j', '']"
510,So (Soo),NILO-SAHARAN,"['p', 't', 'c', 'k', 'kʷ', 'ʔ', 'b', 'd', 'ɟ', 'ɡ', 'ɡʷ', 'i', 'u', 'ɓ', 'ɗ', 'ʄ', 'ɠ', 'ɪ', 'ʊ', 's', 'e', 'o', 'm', 'n', 'ɲ', 'ŋ', 'ɛ', 'ɔ', 'l', 'a', 'r', 'w', 'j', '']"
511,Somali,AFRO-ASIATIC (Cushitic),"['t̪', 'tʃ', 'k', 'd', 'iː', 'uː', 'χ', 'e', 'o', 'β', 'ð', 'ɣ', 'ɛː', 'ə', 'ɔː', 'f', 's', 'ʃ', 'ħ', 'h', 'aː', 'ʕ', 'm', 'n', 'r', 'l', 'w', 'j', '']"
512,Sotho (Southern dialect),NIGER-CONGO (Bantu),"['pʰ', 'tʰ', 'tsʰ', 'tʃʰ', 'ǃʰ', 'pʃʰ', 'kʰ', 'kxʰ', 'pʼ', 'tʼ', 'tsʼ', 'tʃʼ', 'ǃ', 'pʃʼ', 'kʼ', 'i', 'u', 'b', 'dʒ', 'bʒ', 'ɪ', 'ʊ', 'f', 's', 'ʃ', 'fʃ', 'h', 'e', 'o', 'ɛ', 'ɔ', 'm', 'n', 'ɲ', 'nǃ', 'ŋ', 'ɑ', 'l', 'ɬ', 'r', 'j', 'w', '']"
513,Spanish (European),INDO-EUROPEAN (Italic),"['p', 't̪', 'tʃ', 'k', 'b', 'd̪', 'dʒ', 'ɡ', 'i', 'u', 'f', 'θ', 's', 'x', 'e', 'o', 'm', 'n', 'ɲ', 'a', 'r', 'ɾ', 'l', 'ʎ', 'w', 'j', '']"
514,Sre,AUSTRO-ASIATIC,"['pʰ', 'tʰ', 'cʰ', 'kʰ', 'p', 't', 'c', 'k', 'ʔ', 'b', 'd', 'ɟ', 'ɡ', 'i', 'ɯ', 'u', 'ɓ', 'ɗ', 'e', 'ə', 'o', 's', 'h', 'ɛ', 'ɔ', 'mʰ', 'nʰ', 'ɲʰ', 'a', 'ɑ', 'm', 'n', 'ɲ', 'ŋ', 'l', 'r', 'w', 'j', '']"
515,Sri Lanka Creole Portuguese (Indo-Portuguese),CREOLE,"['p', 't', 'tʃ', 'k', 'b', 'd', 'dʒ', 'ɡ', 'i', 'u', 'f', 's', 'e', 'ə', 'o', 'z', 'æ', 'ɔ', 'm', 'n', 'ɲ', 'r', 'iː', 'uː', 'l', 'eː', 'oː', 'w', 'j', 'æː', 'aː', 'ɔː', '']"
516,St. Lucian Creole,CREOLE,"['p', 't', 'tʃ', 'k', 'i', 'u', 'b', 'd', 'dʒ', 'ɡ', 'e', 'o', 'f', 's', 'ʃ', 'x', 'h', 'ɛ', 'ɔ', 'v', 'z', 'ʒ', 'a', 'ɑ', 'l', 'm', 'n', 'ŋ', 'ẽ', 'õ', 'j', 'w', 'ã', '']"
517,Svan,SOUTH CAUCASIAN,"['pʰ', 't̪ʰ', 'tsʰ', 'tʃʰ', 'kʰ', 'qʰ', 'pʼ', 't̪ʼ', 'tsʼ', 'tʃʼ', 'kʼ', 'qʼ', 'i', 'y', 'u', 'b', 'd̪', 'dz', 'dʒ', 'ɡ', 'e', 'œ', 'ə', 'o', 's', 'ʃ', 'χ', 'h', 'æ', 'a', 'z', 'ʒ', 'ʁ', 'm', 'n', 'l', 'r', 'w', 'j', '']"
518,Swahili,NIGER-CONGO (Bantu),"['p', 't', 'tʃ', 'k', 'ɓ', 'ɗ', 'ʄ', 'ɠ', 'i', 'u', '\uf180b', 'ⁿd', 'ⁿdʒ', '\uf182ɡ', 'e', 'o', 'f', 'θ', 's', 'ʃ', 'x', 'h', 'a', 'v', 'ð', 'z', 'ɣ', '\uf180v', 'ⁿz', 'm', 'n', 'ɲ', 'ŋ', 'r', 'l', 'w', 'j', '']"
519,Swazi (Swati),NIGER-CONGO (Bantu),"['pʰ', 'tʰ', 'kʰ', 'ǀʰ', 'ǃʰ', '\uf180p', 'ⁿt', 'k', '\uf182k', 'ǀ', 'nǀ', 'ǃ', 'nǃ', 'i', 'u', 'pʼ', 'tʼ', 'kʼ', 'nkǀ', 'nkǃ', 'ɛ', 'ɔ', 'b', '\uf180b', 'd', 'ⁿd', 'ɡ', '\uf182ɡ', 'ɡǀ', 'ɡǃ', 'a', 'tsʰ', 'tɸʰ', 'nɡǀ', 'nɡǃ', 'ⁿts', 'ⁿtɸ', 'tsʼ', 'ⁿtsʼ', 'tʃʼ', 'ⁿtʃʼ', 'kxʼ', 'dz', 'ⁿdz', 'dβ', 'ⁿdβ', 'ⁿdʒ', 'ɓ', 'f', '\uf180f', 's', 'ⁿs', 'ɬ', 'ⁿɬ', 'ʃ', 'ⁿʃ', 'v', '\uf180v', 'z', 'ⁿz', 'ɮ', 'ⁿɮ', 'ɦ', 'm', 'n', 'ɲ', 'ŋ', 'l', 'w', 'j', '']"
520,Swedish,INDO-EUROPEAN (Germanic),"['p', 't̪', 'ʈ', 'k', 'b', 'd̪', 'ɖ', 'ɡ', 'iː', 'yː', 'ʉ̟ː', 'f', 's̪', 'ʂ', 'i', 'y', 'ɵ', 'ʊ', 'v', 'eː', 'øː', 'ə', 'oː', 'm', 'n̪', 'ɳ', 'ɛ', 'œ', 'ɔ', 'l̪', 'ɭ', 'a', 'ɑː', 'r', '']"
521,Tacana,TACANAN,"['p', 't', 'k', 'kʷ', 'ʔ', 'b', 'd', 'i', 'o', 'β', 'ð', 'e', 'a', 'ʈʂ', 'tʃ', 'ʂ', 'ʃ', 'h', 'm', 'n', 'ɾ', 'ɾð', 'w', 'j', '']"
522,Tagalog,AUSTRONESIAN,"['p', 't̪', 'k', 'ʔ', 'b', 'd̪', 'ɡ', 'i', 'u', 's̪', 'h', 'e', 'o', 'm', 'n̪', 'ŋ', 'a', 'l', 'ɾ', 'w', 'j', '']"
523,"Talysh, Northern",INDO-EUROPEAN (Indo-Iranian),"['p', 't̪', 'tʃ', 'k', 'b', 'd̪', 'dʒ', 'ɡ', 'i', 'y', 'f', 's̪', 'ʃ', 'x', 'ħ', 'e', 'ə', 'o', 'v', 'z̪', 'ʒ', 'ɣ', 'aː', 'm', 'n', 'a', 'l', 'r', 'j', '']"
524,Tamasheq,AFRO-ASIATIC (Berber),"['t', 'tˤ', 'k', 'q', 'b', 'd', 'dˤ', 'ɟ', 'ɡ', 'iː', 'uː', 's', 'ʃ', 'x', 'h', 'eː', 'ə', 'oː', 'z', 'zˤ', 'ʒ', 'ʁ', 'æ', 'aː', 'm', 'n', 'ŋ', 'l', 'r', 'w', 'j', '']"
525,Tamasheq (Tadraq variety),AFRO-ASIATIC (Berber),"['t', 'tˤ', 'k', 'q', 'b', 'd', 'dˤ', 'ɟ', 'ɡ', 'iː', 'uː', 's', 'ʃ', 'x', 'h', 'eː', 'ə', 'oː', 'z', 'zˤ', 'ʒ', 'ʁ', 'æ', 'aː', 'm', 'n', 'ŋ', 'l', 'r', 'w', 'j', '']"
526,Tamazight (Ait Ayache dialect),AFRO-ASIATIC (Berber),"['t̪', 't̪ˤ', 'k', 'kʷ', 'q', 'qʷ', 't̪ː', 't̪ˤː', 'kː', 'kʷː', 'qː', 'qʷː', 'b', 'd̪', 'd̪ˤ', 'ɡ', 'ɡʷ', 'i', 'u', 'bː', 'd̪ː', 'd̪ˤː', 'ɡː', 'ɡʷː', 'a', 'f', 's̪', 's̪ˤ', 'ʃ', 'χ', 'ħ', 'h', 'hʷ', 'fː', 's̪ː', 's̪ˤː', 'ʃː', 'χː', 'hʷː', 'z̪', 'z̪ˤ', 'ʒ', 'ʁ', 'ʕ', 'z̪ː', 'z̪ˤː', 'ʒː', 'ʁː', 'm', 'n', 'nˤ', 'mː', 'nː', 'nˤː', 'l̪', 'l̪ˤ', 'l̪ː', 'l̪ˤː', 'r', 'rˤ', 'rː', 'rˤː', 'j', 'w', 'jː', 'wː', '']"
527,Tamazight (Ayt Ndhir dialect),AFRO-ASIATIC (Berber),"['tʃ', 'dʒ', 'i', 'u', 'f', 'θ', 's', 'ʃ', 'x', 'xʷ', 'χ', 'ħ', 'h', 'a', 'β', 'ð', 'ðˤ', 'z', 'zˤ', 'ʒ', 'ɣ', 'ɣʷ', 'ʁ', 'ʕ', 'm', 'n', 'l', 'r', 'j', 'w', '']"
528,Tamil,DRAVIDIAN,"['p', 't', 'ʈ', 'c', 'k', 'iː', 'uː', 's', 'i', 'u', 'm', 'n', 'ɳ', 'ɾ', 'eː', 'oː', 'r', 'e', 'o', 'l', 'ʎ', 'aː', 'ʋ', 'j', 'a', '']"
529,Tangale,AFRO-ASIATIC (Chadic),"['p', 't', 'tʷ', 'k', 'kʷ', 'ʔ', 'b', 'bʷ', 'd̪', 'd', 'dʷ', 'dʒ', 'ɡ', 'ɡʷ', 'i', 'u', 'ɓ', 'ɓʷ', 'ɗ', 'ɗʷ', 'i̞', 'u̞', 's', 'sʷ', 'ʃ', 'ʃʷ', 'h', 'e', 'o', 'z', 'zʷ', 'ʒ', 'ʒʷ', 'e̞', 'o̞', 'm', '\uf180b', 'n', 'ⁿd', 'ⁿdʒ', 'ŋ', '\uf182ɡ', 'a', 'l', 'r', 'rʷ', 'w', 'j', 'jʷ', '']"
530,Tangkhul,SINO-TIBETAN,"['pʰ', 'tʰ', 'kʰ', 'p', 't', 'tʃ', 'k', 'f', 's', 'ʃ', 'h', 'i', 'u', 'z', 'e', 'o', 'm', 'n', 'ŋ', 'ə', 'l', 'a', 'r', 'w', 'j', '']"
531,"Tarangan, River West",AUSTRONESIAN,"['t̪', 'k', 'b', 'd', 'ɡ', 'i', 'u', 'ɸ', 's', 'e', 'o', 'm', 'n', 'ŋ', 'ɛ', 'ɔ', 'l', 'a', 'r', 'j', '']"
532,"Tarangan, West",AUSTRONESIAN,"['t̪', 'k', 'b', 'd', 'ɡ', 'i', 'u', 'ɸ', 's', 'e', 'o', 'm', 'n', 'ŋ', 'ɛ', 'ɔ', 'l', 'a', 'r', 'j', 'w', '']"
533,Tashlhiyt,AFRO-ASIATIC (Berber),"['t', 'ǃt', 'k', 'kʷ', 'q', 'qʷ', 'b', 'd', 'ǃd', 'ɡ', 'ɡʷ', 'i', 'u', 'f', 's', 'ǃs', 'ʃ', 'ǃʃ', 'χ', 'χʷ', 'ħ', 'a', 'z', 'ǃz', 'ʒ', 'ǃʒ', 'ʁ', 'ʁʷ', 'ʕ', 'ɦ', 'm', 'n', 'ǃn', 'l', 'lǃ', 'r', 'ǃr', 'w', 'j', '']"
534,Tashlhiyt (Haha),AFRO-ASIATIC (Berber),"['t', 'ǃt', 'k', 'kʷ', 'q', 'qʷ', 'b', 'd', 'ǃd', 'ɡ', 'ɡʷ', 'i', 'u', 'f', 's', 'ǃs', 'ʃ', 'ǃʃ', 'χ', 'χʷ', 'ħ', 'a', 'z', 'ǃz', 'ʒ', 'ǃʒ', 'ʁ', 'ʁʷ', 'ʕ', 'ɦ', 'm', 'n', 'ǃn', 'l', 'lǃ', 'r', 'ǃr', 'w', 'j', '']"
535,Tashlhiyt (Imdlawn),AFRO-ASIATIC (Berber),"['t', 'ǃt', 'k', 'kʷ', 'q', 'qʷ', 'b', 'd', 'ǃd', 'ɡ', 'ɡʷ', 'i', 'u', 'f', 's', 'ǃs', 'ʃ', 'ǃʃ', 'χ', 'χʷ', 'ħ', 'a', 'z', 'ǃz', 'ʒ', 'ǃʒ', 'ʁ', 'ʁʷ', 'ʕ', 'ɦ', 'm', 'n', 'ǃn', 'l', 'lǃ', 'r', 'ǃr', 'w', 'j', '']"
536,Tauya,TRANS-NEW GUINEA,"['p', 't', 'k', 'ʔ', 'kʷ', 'ʔʷ', 'i', 'u', 'f', 's', 'e', 'o', 'm', 'n', 'a', 'r', 'w', 'j', '']"
537,Tawala,AUSTRONESIAN,"['p', 't', 'k', 'ʔ', 'b', 'd', 'ɡ', 'pʷ', 'kʷ', 'i', 'u', 'bʷ', 'ɡʷ', 'e', 'o', 'm', 'n', 'a', 'mʷ', 's', 'h', 'j', 'ɭ', 'w', '']"
538,Telugu,DRAVIDIAN,"['p', 't', 'ts', 'ʈ', 'k', 'b', 'd', 'dz', 'ɖ', 'ɡ', 'iː', 'uː', 'f', 's', 'ʂ', 'h', 'i', 'u', 'm', 'n', 'eː', 'oː', 'r', 'e', 'o', 'l', 'aː', 'ʋ', 'j', 'a', '']"
539,Temne,NIGER-CONGO,"['p', 't̪', 't', 'k', 'b', 'd', 'ɡ͡b', 'i', 'ɨ', 'u', 'f', 's', 'h', 'e', 'ʌ', 'o', 'm', 'n', 'ŋ', 'ɛ', 'a', 'ɔ', 'l', 'r', 'w', 'j', '']"
540,Tepecano,UTO-AZTECAN,"['p', 't̪', 'k', 'ʔ', 'b', 'd̪', 'ɡ', 'i', 'ɨ', 'ɯ', 'o', 's', 'ʃ', 'h', 'a', 'β', 'm', 'n̪', 'r', '']"
541,"Tepehuan, Northern",UTO-AZTECAN,"['p', 't', 'tʲ', 'k', 'b', 'd', 'dʲ', 'ɡ', 'i', 'ɨ', 'u', 'tʃ', 'a', 'o', 's', 'ʃ', 'x', 'v', 'm', 'n', 'ɲ', 'l', 'r', '']"
542,"Tepehuan, Southeastern",UTO-AZTECAN,"['p', 't', 'k', 'ʔ', 'i', 'ɯ', 'u', 'b', 'd', 'ɡ', 'ʌ', 'o', 's', 'h', 'a', 'v', 'm', 'n', 'iː', 'ɯː', 'uː', 'r', 'ʌː', 'oː', 'j', 'aː', '']"
543,Tepetotutla Chinantec (Tepetotutla Chinanteco),OTO-MANGUEAN,"['p', 't', 'c', 'k', 'ʔ', 'b', 'd', 'ɟ', 'ɡ', 'i', 'ɯ', 'u', 'f', 's', 'h', 'e', 'ɤ', 'o', 'm', 'n', 'ŋ', 'a', 'l', 'r', 'w', 'j', 'ɰ', '']"
544,Teribe,CHIBCHAN,"['pʰ', 'tʰ', 'kʰ', 'p', 't', 'tʃ', 'k', 'i', 'u', 'b', 'd', 'ɡ', 'ɪ', 'ʊ', 's', 'ʃ', 'h', 'e', 'o', 'z', 'ʒ', 'a', 'ɑ', 'm', 'n', 'ɲ', 'ŋ', 'ɺ', 'ĩ', 'ũ', 'r', 'ẽ', 'õ', 'w', 'j', 'ã', '']"
545,"Tetun, Fehan",AUSTRONESIAN,"['t', 'k', 'ʔ', 'b', 'd', 'i', 'u', 'f', 's', 'h', 'e', 'o', 'm', 'n', 'a', 'l', 'r', 'w', '']"
546,Thai (Central),TAI-KADAI,"['pʰ', 'tʰ', 'tʃʰ', 'kʰ', 'p', 't', 'tʃ', 'k', 'ʔ', 'iː', 'ɯː', 'uː', 'b', 'd', 'i', 'ɯ', 'u', 'f', 's', 'h', 'eː', 'ɤː', 'oː', 'm', 'n', 'ŋ', 'e', 'ɤ', 'o', 'l', 'ɛː', 'aː', 'ɔː', 'r', 'ɛ', 'a', 'ɔ', 'w', 'j', '']"
547,Thai (Northeastern),TAI-KADAI,"['pʰ', 'tʰ', 'tʃʰ', 'kʰ', 'p', 't', 'tʃ', 'k', 'ʔ', 'iː', 'ɯː', 'uː', 'b', 'd', 'i', 'ɯ', 'u', 'f', 's', 'h', 'eː', 'ɤː', 'oː', 'm', 'n', 'ŋ', 'e', 'ɤ', 'o', 'l', 'ɛː', 'aː', 'ɔː', 'r', 'ɛ', 'a', 'ɔ', 'w', 'j', '']"
548,Thompson,SALISHAN,"['p', 't̪', 't', 'tʃ', 'k', 'kʷ', 'q', 'qʷ', 'ʔ', 'i', 'i̟', 'u', 'pʼ', 'tɬʼ', 'tʃʼ', 'kʼ', 'kʼʷ', 'qʼ', 'qʼʷ', 'ə', 'ɬ', 's', 'ʃ', 'x', 'xʷ', 'χ', 'χʷ', 'h', 'e', 'ə̟', 'o', 'm', 'n', 'l', 'z', 'j', 'ɣ', 'w', 'ʕ', 'ʕʷ', 'a', 'mʼ', 'n’', 'lʼ', 'zʼ', 'jʼ', 'ɣʼ', 'wʼ', 'ʕʼ', 'ʕʼʷ', '']"
549,Tibetan,SINO-TIBETAN,"['pʰ', 'tʰ', 'ʈʰ', 'kʰ', 'qʰ', 'p', 't', 'ʈ', 'k', 'q', 'tsʰ', 'tʃʰ', 'i', 'y', 'u', 'ts', 'tʃ', 'ɪ', 'ʊ', 's', 'ʃ', 'h', 'e', 'ø', 'o', 'm̥ʰ', 'ɲ̥ʰ', 'ŋ̥ʰ', 'ɛ', 'ɔ', 'm', 'n', 'ɳ', 'ɲ', 'ŋ', 'ə', 'l̥ʰ', 'r̥ʰ', 'a', 'l', 'r', 'j', 'w', '']"
550,Tigre,AFRO-ASIATIC (Semitic),"['t̪', 'k', 'ʔ', 'b', 'd̪', 'dʒ', 'ɡ', 'i', 'u', 't̪ʼ', 'tsʼ', 'tʃʼ', 'kʼ', 'e', 'o', 'f', 's', 'ʃ', 'ħ', 'h', 'aː', 'z', 'ʕ', 'a', 'm', 'n̪', 'l', 'ɾ', 'w', 'j', '']"
551,Tigrinya,AFRO-ASIATIC (Semitic),"['p', 't', 'k', 'kʷ', 'ʔ', 'b', 'd', 'ɡ', 'ɡʷ', 'ʕ', 'iː', 'uː', 'tʼ', 'kʼ', 'kʷʼ', 'i', 'ɨ', 'u', 'f', 's', 'ħ', 'h', 'eː', 'oː', 'z', 'ɛ', 'ʌ', 'o', 'sʼ', 'aː', 'ɔː', 'm', 'n', 'a', 'ɔ', 'l', 'r', 'w', 'j', '']"
552,Tiri/Tinrin,AUSTRONESIAN,"['p', 'pʷ', 't̪', 'ʈ', 'c', 'k', 'kʷ', '\uf180b', '\uf180bʷ', 'ⁿd̪', 'ⁿɖ', '\uf182ɡ', '\uf182ɡʷ', 'i', 'ɯ', 'u', 'f', 'fʷ', 'ʂ', 'h', 'hʷ', 'e', 'o', 'v', 'ð', 'ɣ', 'ɛ', 'a', 'ɔ', 'm', 'mʷ', 'n̪', 'ɳ', 'ɲ', 'r', 'ɽ', 'ĩ', 'ɯ̃', 'ũ', 'w', 'j', 'ɛ̃', 'ã', 'ɔ̃', '']"
553,Tiriyó (Trió),CARIB,"['p', 't', 'k', 's', 'h', 'i', 'ɨ', 'u', 'm', 'n', 'e', 'ə', 'o', 'ɾ', 'a', 'w', 'j', '']"
554,Tirmaga,NILO-SAHARAN,"['t', 'c', 'k', 'b', 'd', 'ɟ', 'ɡ', 'i', 'u', 'ɓ', 'ɗ', 'ʄ', 'ɠ', 'e', 'o', 's', 'h', 'ɛ', 'ɔ', 'z', 'a', 'm', 'n', 'ɲ', 'ŋ', 'ɾ', 'l', 'w', 'j', '']"
